text,cluster,similarity,place,Characters_nltk,Places_nltk,Characters_bert,Places_bert
"Ygritte had looked so angry he thought she was about to strike him. “All of us,” she said. “You too. You’re no crow now, Jon Snow. I swore you weren’t, so you better not be.” She pushed him back against the trunk of a tree and kissed him, full on the lips right there in the midst of the ragged column. Jon heard Grigg the Goat urging her on. Someone else laughed. He kissed her back despite all that. When they finally broke apart, Ygritte was flushed. “You’re mine,” she whispered. “Mine, as I’m yours. And if we die, we die. All men must die, Jon Snow. But first we’ll live.”",Intimate moments,0.9999999969371428,23704,"['Ygritte', 'Jon Snow']",[],"['Ygritte', 'Jon Snow']",[]
"If the Magnar takes Castle Black unawares, it will be red slaughter, boys butchered in their beds before they know they are under attack. Jon had to warn them, but how? He was never sent out to forage or hunt, nor allowed to stand a watch alone. And he feared for Ygritte as well. He could not take her, but if he left her, would the Magnar make her answer for his treachery? Two hearts that beat as one…They shared the same sleeping skins every night, and he went to sleep with her head against his chest and her red hair tickling his chin. The smell of her had become a part of him. Her crooked teeth, the feel of her breast when he cupped it in his hand, the taste of her mouth… they were his joy and his despair. Many a night he lay with Ygritte warm beside him, wondering if his lord father had felt this confused about his mother, whoever she had been. Ygritte set the trap and Mance Rayder pushed me into it.",Intimate moments,0.9999999969371428,23723,"['Ygritte', 'Mance Rayder', 'Beth Cassel', 'Jon Snow', 'Calla Blackfyre']",[],"['Ygritte', 'Jon Snow', 'Mance Rayder']",[' Castle Black']
"“JON SNOW!” One of the Thenns loomed above them, frowning. “Magnar wants.” Jon thought it might have been the same man who’d found him outside the cave, the night before they climbed the Wall, but he could not be sure. He got to his feet. Ygritte came with him, which always made Styr frown, but whenever he tried to dismiss her she would remind him that she was a free woman, not a kneeler. She came and went as she pleased.They found the Magnar standing beneath the tree that grew through the floor of the common room. His captive knelt before the hearth, encircled by wooden spears and bronze swords. He watched Jon approach, but did not speak. The rain was running down the walls and pattering against the last few leaves that still clung to the tree, while smoke swirled thick from the fire.",Intimate moments,0.9999999969371428,23769,"['Ygritte', 'Jon Snow']",[],"['Ygritte', 'Jon Snow', 'Margot Lannister']",[' Wall']
"“I’m no crow wife!” Ygritte snatched her knife from its sheath. Three quick strides, and she yanked the old man’s head back by the hair and opened his throat from ear to ear. Even in death, the man did not cry out. “You know nothing, Jon Snow!” she shouted at him, and flung the bloody blade at his feet.The Magnar said something in the Old Tongue. He might have been telling the Thenns to kill Jon where he stood, but he would never know the truth of that. Lightning crashed down from the sky, a searing blue-white bolt that touched the top of the tower in the lake. They could smell the fury of it, and when the thunder came it seemed to shake the night.And death leapt down amongst them.The lightning flash left Jon night-blind, but he glimpsed the hurtling shadow half a heartbeat before he heard the shriek. The first Thenn died as the old man had, blood gushing from his torn throat. Then the light was gone and the shape was spinning away, snarling, and another man went down in the dark. There were curses, shouts, howls of pain. Jon saw Big Boil stumble backward and knock down three men behind him. Ghost, he thought for one mad instant. Ghost leapt the Wall. Then the lightning turned the night to day, and he saw the wolf standing on Del’s chest, blood running black from his jaws. Grey. He’s grey.",Intimate moments,0.9999999969371428,23791,"['Ygritte', 'Maegon Targaryen', 'Geremy Frey', 'Deziel Dalt', 'Jon Snow']",[],"['Ygritte', 'Jon Snow', 'Deziel Dalt']",[' Wall']
"“Why?”“Because you are so beautiful.” His hands were large and strong, and there was something in his hard blue eyes and great curving nose that suggested the fierceness of some splendid bird of prey. “Prendahl talked too much and said too little.” His garb, rich as it was, had seen hard wear; salt stains patterned his boots, the enamel of his nails was chipped, his lace was soiled by sweat, and she could see where the end of his cloak was fraying. “And Sallor picked his nose as if his snot was gold.” He stood with his hands crossed at the wrists, his palms resting on the pommels of his blades; a curving Dothraki arakh on his left hip, a Myrish stiletto on his right. Their hilts were a matched pair of golden women, naked and wanton.",Intimate moments,0.9999999968132718,23944,['Salladhor Saan'],[],['Salladhor Saan'],[]
"“An ill-omened name. I have asked you not to use it.”“Aye, you have. But the stink of death is fresh on you, my lord.” She had but a single tooth remaining. “Give me wine or I will go. My bones are old. My joints ache when the winds do blow, and up here the winds are always blowing.”“A silver stag for your dreams, my lady,” Lord Beric said, with solemn courtesy. “Another if you have news for us.”“I cannot eat a silver stag, nor ride one. A skin of wine for my dreams, and for my news a kiss from the great oaf in the yellow cloak.” The little woman cackled. “Aye, a sloppy kiss, a bit of tongue. It has been too long, too long. His mouth will taste of lemons, and mine of bones. I am too old.”",Cunning remarks,0.9999999968132718,24060,[],[],[],[]
"“Aye, you have. But the stink of death is fresh on you, my lord.” She had but a single tooth remaining. “Give me wine or I will go. My bones are old. My joints ache when the winds do blow, and up here the winds are always blowing.”“A silver stag for your dreams, my lady,” Lord Beric said, with solemn courtesy. “Another if you have news for us.”“I cannot eat a silver stag, nor ride one. A skin of wine for my dreams, and for my news a kiss from the great oaf in the yellow cloak.” The little woman cackled. “Aye, a sloppy kiss, a bit of tongue. It has been too long, too long. His mouth will taste of lemons, and mine of bones. I am too old.”“Aye,” Lem complained. “Too old for wine and kisses. All you’ll get from me is the flat of my sword, crone.”",Cunning remarks,0.9999999968132718,24061,[],[],[],[]
"“A silver stag for your dreams, my lady,” Lord Beric said, with solemn courtesy. “Another if you have news for us.”“I cannot eat a silver stag, nor ride one. A skin of wine for my dreams, and for my news a kiss from the great oaf in the yellow cloak.” The little woman cackled. “Aye, a sloppy kiss, a bit of tongue. It has been too long, too long. His mouth will taste of lemons, and mine of bones. I am too old.”“Aye,” Lem complained. “Too old for wine and kisses. All you’ll get from me is the flat of my sword, crone.”“My hair comes out in handfuls and no one has kissed me for a thousand years. It is hard to be so old. Well, I will have a song then. A song from Tom o’ Sevens, for my news.”",Cunning remarks,0.9999999968132718,24062,[],[],['Rhogoro'],[]
"“I cannot eat a silver stag, nor ride one. A skin of wine for my dreams, and for my news a kiss from the great oaf in the yellow cloak.” The little woman cackled. “Aye, a sloppy kiss, a bit of tongue. It has been too long, too long. His mouth will taste of lemons, and mine of bones. I am too old.”“Aye,” Lem complained. “Too old for wine and kisses. All you’ll get from me is the flat of my sword, crone.”“My hair comes out in handfuls and no one has kissed me for a thousand years. It is hard to be so old. Well, I will have a song then. A song from Tom o’ Sevens, for my news.”“You will have your song from Tom,” Lord Beric promised. He gave her the wineskin himself.",Cunning remarks,0.9999999968132718,24063,[],[],['Tom of Sevenstreams'],[]
"It hadn’t been until the woman slid in under his blankets and put his good hand on her breast that he roused. She was a pretty little thing, too. “I was a slip of a girl when you came for Lord Whent’s tourney and the king gave you your cloak,” she confessed. “You were so handsome all in white, and everyone said what a brave knight you were. Sometimes when I’m with some man, I close my eyes and pretend it’s you on top of me, with your smooth skin and gold curls. I never truly thought I’d have you, though.”Sending her away had not been easy after that, but Jaime had done it all the same. I have a woman, he reminded himself. “Do you send girls to everyone you leech?” he asked Qyburn.“More often Lord Vargo sends them to me. He likes me to examine them, before… well, suffice it to say that once he loved unwisely, and he has no wish to do so again. But have no fear, Pia is quite healthy. As is your maid of Tarth.”",Traditions and sex,0.999999995763074,24211,['Harrold Langward'],[],"['Qyburn', 'Walter Whent', 'Vargo Hoat']",[]
"The shabby little captain nodded. “You know how Pyke’s built on a headland, and part on rocks and islands off the shore, with bridges between? The way I heard it in Lordsport, there was a blow coming in from the west, rain and thunder, and old King Balon was crossing one of them bridges when the wind got hold of it and just tore the thing to pieces. He washed up two days later, all bloated and broken. Crabs ate his eyes, I hear.”The Greatjon laughed. “King crabs, I hope, to sup upon such royal jelly, eh?”The captain bobbed his head. “Aye, but that’s not all of it, no!” He leaned forward. “The brother’s back.”",Cunning remarks,0.9999999953541407,24486,['Balon Botley'],[],['Balon Botley'],"[' Pyke', ' Lordsport']"
"The shabby little captain nodded. “You know how Pyke’s built on a headland, and part on rocks and islands off the shore, with bridges between? The way I heard it in Lordsport, there was a blow coming in from the west, rain and thunder, and old King Balon was crossing one of them bridges when the wind got hold of it and just tore the thing to pieces. He washed up two days later, all bloated and broken. Crabs ate his eyes, I hear.”The Greatjon laughed. “King crabs, I hope, to sup upon such royal jelly, eh?”The captain bobbed his head. “Aye, but that’s not all of it, no!” He leaned forward. “The brother’s back.”“Victarion?” asked Galbart Glover, surprised.",Cunning remarks,0.9999999953541407,24487,"['Balon Botley', 'Galbart Glover']",[],"['Balon Botley', 'Galbart Glover', 'Victor the Valiant']","[' Pyke', ' Lordsport']"
"She had chosen to ride, but the first time they made camp she’d waited until she thought he was asleep, and found a big jagged rock to smash his ugly head in. Quiet as a shadow, she told herself as she crept toward him, but that wasn’t quiet enough. The Hound hadn’t been asleep after all. Or maybe he’d woken. Whichever it was, his eyes opened, his mouth twitched, and he took the rock away from her as if she were a baby. The best she could do was kick him. “I’ll give you that one,” he said, when he flung the rock into the bushes. “But if you’re stupid enough to try again, I’ll hurt you.”",Intimate moments,0.999999995763074,24647,['Quaithe'],[],[],[]
"She had chosen to ride, but the first time they made camp she’d waited until she thought he was asleep, and found a big jagged rock to smash his ugly head in. Quiet as a shadow, she told herself as she crept toward him, but that wasn’t quiet enough. The Hound hadn’t been asleep after all. Or maybe he’d woken. Whichever it was, his eyes opened, his mouth twitched, and he took the rock away from her as if she were a baby. The best she could do was kick him. “I’ll give you that one,” he said, when he flung the rock into the bushes. “But if you’re stupid enough to try again, I’ll hurt you.”“Why don’t you just kill me like you did Mycah?” Arya had screamed at him. She was still defiant then, more angry than scared.He answered by grabbing the front of her tunic and yanking her within an inch of his burned face. “The next time you say that name I’ll beat you so bad you’ll wish I killed you.”After that, he rolled her in his horse blanket every night when he went to sleep, and tied ropes around her top and bottom so she was bound up as tight as a babe in swaddling clothes.",Intimate moments,0.999999995763074,24650,"['Quaithe', 'Arya Stark', 'Mycah']",[],"['Arya Stark', 'Mycah']",[]
"There was smoke rising from the chimney of the armory, though; only a wisp, almost invisible against the grey northern sky, but it was enough. Jon dismounted and limped toward it. Warmth poured out the open door like the hot breath of summer. Within, one-armed Donal Noye was working his bellows at the fire. He looked up at the noise. “Jon Snow?”“None else.” Despite fever, exhaustion, his leg, the Magnar, the old man, Ygritte, Mance, despite it all, Jon smiled. It was good to be back, good to see Noye with his big belly and pinned-up sleeve, his jaw bristling with black stubble.The smith released his grip on the bellows. “Your face…He had almost forgotten about his face. “A skinchanger tried to rip out my eye.”Noye frowned. “Scarred or smooth, it’s a face I thought I’d seen the last of. We heard you’d gone over to Mance Rayder.”Jon grasped the door to stay upright. “Who told you that?”",Intimate moments,0.9999999969371428,24764,"['Ygritte', 'Serra', 'Jon Snow']",[],"['Ygritte', 'Barra', 'Mance Rayder', 'Donal Noye', 'Jon Snow']",[]
"She splashed noisily through the shallows and threw herself into the deeper water, her legs churning. The current was strong but she was stronger. She swam, following her nose. The river smells were rich and wet, but those were not the smells that pulled her. She paddled after the sharp red whisper of cold blood, the sweet cloying stench of death. She chased them as she had often chased a red deer through the trees, and in the end she ran them down, and her jaw closed around a pale white arm. She shook it to make it move, but there was only death and blood in her mouth. By now she was tiring, and it was all she could do to pull the body back to shore. As she dragged it up the muddy bank, one of her little brothers came prowling, his tongue lolling from his mouth. She had to snarl to drive him off, or else he would have fed. Only then did she stop to shake the water from her fur. The white thing lay facedown in the mud, her dead flesh wrinkled and pale, cold blood trickling from her throat. Rise, she thought. Rise and eat and run with us.The sound of horses turned her head. Men. They were coming from downwind, so she had not smelled them, but now they were almost here. Men on horses, with flapping black and yellow and pink wings and long shiny claws in hand. Some of her younger brothers bared their teeth to defend the food they’d found, but she snapped at them until they scattered. That was the way of the wild. Deer and hares and crows fled before wolves, and wolves fled from men. She abandoned the cold white prize in the mud where she had dragged it, and ran, and felt no shame.",Intimate moments,0.999999995763074,27041,['Weeper'],[],[],[]
"“Lord Snow is nothing if not arrogant,” said Ser Alliser. “He murdered Qhorin just as his fellow turncloaks did Lord Mormont. It would not surprise me to learn that it was all part of the same fell plot. Benjen Stark may well have a hand in all this as well. For all we know, he is sitting in Mance Rayder’s tent even now. You know these Starks, my lord.”“I do,” said Janos Slynt. “I know them too well.”Jon peeled off his glove and showed them his burned hand. “I burned my hand defending Lord Mormont from a wight. And my uncle was a man of honor. He would never have betrayed his vows.”“No more than you?” mocked Ser Alliser.",Traditions and sex,0.9999999969371428,27781,"['Joseran', 'Alliser Thorne', 'Serra', 'Jeor Mormont', 'Benjen Stark', 'Qhorin', 'Jon Snow', 'Janos Slynt']",[],"['Mance Rayder', 'Jon Snow', 'Jeor Mormont', 'Benjen Stark', 'Qhorin', 'Alleras', 'Arsa Stark', 'Janos Slynt']",[]
"A groom led a fine grey mare out the stable door. On her back was mounted a skinny hollow-eyed girl wrapped in a heavy cloak. Grey, it was, like the dress beneath it, and trimmed with white satin. The clasp that pinned it to her breast was wrought in the shape of a wolf’s head with slitted opal eyes. The girl’s long brown hair blew wild in the wind. She had a pretty face, he thought, but her eyes were sad and wary.When she saw him, she inclined her head. “Ser Jaime,” she said in a thin anxious voice. “You are kind to see me off.”",Intimate moments,0.999999995763074,28192,"['Geremy Frey', 'Serra']",[],[],[]
"A groom led a fine grey mare out the stable door. On her back was mounted a skinny hollow-eyed girl wrapped in a heavy cloak. Grey, it was, like the dress beneath it, and trimmed with white satin. The clasp that pinned it to her breast was wrought in the shape of a wolf’s head with slitted opal eyes. The girl’s long brown hair blew wild in the wind. She had a pretty face, he thought, but her eyes were sad and wary.When she saw him, she inclined her head. “Ser Jaime,” she said in a thin anxious voice. “You are kind to see me off.”Jaime studied her closely. “You know me, then?”She bit her lip. “You may not recall, my lord, as I was littler then… but I had the honor to meet you at Winterfell when King Robert came to visit my father Lord Eddard.” She lowered her big brown eyes and mumbled, “I’m Arya Stark.”",Traditions and sex,0.999999995763074,28194,"['Robert Strong', 'Smiling Knight', 'Geremy Frey', 'Serra', 'Arya Stark']",[],"['Robert Strong', 'Eddard Stark', 'Arya Stark']",[' Winterfell']
"No sooner had he started out than a lone rider emerged from the wildling camp and came toward him. He wondered if Mance was coming out to parley in no-man’s-land. That might make it easier, though nothing will make it easy. But as the distance between them diminished Jon saw that the horseman was short and broad, with gold rings glinting on thick arms and a white beard spreading out across his massive chest.“Har!” Tormund boomed when they came together. “Jon Snow the crow. I feared we’d seen the last o’ you.”“I never knew you feared anything, Tormund.”",Intimate moments,0.9999999969371428,28363,"['Dormund', 'Harras Harlaw', 'Jon Snow']",[],"['Dormund', 'Jon Snow']",[]
"“You know nothing, Jon Snow,” Ygritte would have told him. I know that I am going to die, he thought. I know that much, at least. “All men die,” he could almost hear her say, “and women too, and every beast that flies or swims or runs. It’s not the when o’ dying that matters, it’s the how of it, Jon Snow.” Easy for you to say, he thought back. You died brave in battle, storming the castle of a foe. I’m going to die a turncloak and a killer. Nor would his death be quick, unless it came on the end of Mance’s sword.Soon they were among the tents. It was the usual wildling camp; a sprawling jumble of cookfires and piss pits, children and goats wandering freely, sheep bleating among the trees, horse hides pegged up to dry. There was no plan to it, no order, no defenses. But there were men and women and animals everywhere.",Intimate moments,0.9999999969371428,28384,"['Ygritte', 'Jon Snow']",[],"['Ygritte', 'Jon Snow']",[]
"“Good.” Sandor’s voice was thick with pain. “If these three were whoring here, Gregor must hold the ford as well as Harrenhal. More of his pets could ride up any moment, and we’ve killed enough of the bloody buggers for one day.”“Where will we go?” she asked.“Saltpans.” He put a big hand on her shoulder to keep from falling. “Get some wine, she-wolf. And take whatever coin they have as well, we’ll need it. If there’s ships at Saltpans, we can reach the Vale by sea.” His mouth twitched at her, as more blood ran down from where his ear had been. “Maybe Lady Lysa will marry you to her little Robert. There’s a match I’d like to see.” He started to laugh, then groaned instead.When the time came to leave, he needed Arya’s help to get back up on Stranger. He had tied a strip of cloth about his neck and another around his thigh, and taken the squire’s cloak off its peg by the door. The cloak was green, with a green arrow on a white bend, but when the Hound wadded it up and pressed it to his ear it soon turned red. Arya was afraid he would collapse the moment they set out, but somehow he stayed in the saddle.",Intimate moments,0.9999999953541407,28577,"['Robert I Baratheon', 'Cregan Stark', 'Harlan Hoare', 'Brandon Stark', 'Arya Stark']",[],"['Gregor Goode', 'Robert I Baratheon', 'Cregan Stark', 'Lharys', 'Brandon Stark', 'Arya Stark']","[' Harrenhal', 'Saltpans', ' Saltpans', ' Vale']"
"I need silver. The realization made her bite her lip. They had found a stag and a dozen coppers on Polliver, eight silvers on the pimply squire she’d killed, and only a couple of pennies in the Tickler’s purse. But the Hound had told her to pull off his boots and slice open his blood-drenched clothes, and she’d turned up a stag in each toe, and three golden dragons sewn in the lining of his jerkin. Sandor had kept it all, though. That wasn’t fair. It was mine as much as his. If she had given him the gift of mercy… she hadn’t, though. She couldn’t go back, no more than she could beg for help. Begging for help never gets you any. She would have to sell Craven, and hope she brought enough.",Traditions and sex,0.9999999968132718,28629,['Brandon Stark'],[],"['Polliver', 'Bass', 'Medwick Tyrell', 'Brandon Stark']",[]
"“All you have to give, Jon Snow. He is a king.”He shut the door and pulled the bell cord. The winch began to turn. They rose. The day was bright and the Wall was weeping, long fingers of water trickling down its face and glinting in the sun. In the close confines of the iron cage, he was acutely aware of the red woman’s presence. She even smells red. The scent reminded him of Mikken’s forge, of the way iron smelled when red-hot; the scent was smoke and blood. Kissed by fire, he thought, remembering Ygritte. The wind got in amongst Melisandre’s long red robes and sent them flapping against Jon’s legs as he stood beside her. “You are not cold, my lady?” he asked her.",Intimate moments,0.9999999969371428,28771,"['Ygritte', 'Jon Snow', 'Mikken']",[],"['Ygritte', 'Jon Snow', 'Mikken', 'Melisandre']",[' Wall']
"“Aye. All that, and more. You are a warg too, they say, a skinchanger who walks at night as a wolf.” King Stannis had a hard smile. “How much of it is true?”“I had a direwolf, Ghost. I left him when I climbed the Wall near Greyguard, and have not seen him since. Qhorin Halfhand commanded me to join the wildlings. He knew they would make me kill him to prove myself, and told me to do whatever they asked of me. The woman was named Ygritte. I broke my vows with her, but I swear to you on my father’s name that I never turned my cloak.”",Cunning remarks,0.9999999969371428,28783,"['Ygritte', 'Qhorin', 'Satin']",[],"['Ygritte', 'Satin']","[' Wall', ' Greyguard']"
